Address,City,ZIP Code,Township,Property Class Code,Neighborhood ID,Date Last Transferred,Sidewalks,Total Adj Value,Owner State,Owner ZIP Code
5910 KESSLER RIDGE DR,INDIANAPOLIS,46220-0000,0008,510,801869130,12/11/2015,N,129900,IN,46220-5157,
5818 N EWING ST,INDIANAPOLIS,46220-0000,0008,510,801875135,08/13/2015,N,125700,IN,46220-5412,
5817 N EWING ST,INDIANAPOLIS,46220-0000,0008,510,801875135,,N,232800,IN,46220-5409,
4760 E 65TH ST,INDIANAPOLIS,46220-0000,0008,501,813577135,07/13/2015,N,9400,IN,46220-4540,
5350 N KEYSTONE AVE,INDIANAPOLIS,46220-0000,0008,454,8454300,02/04/2019,N,1128700,IN,46220-3435,
6626 BARR WILL DR,INDIANAPOLIS,46220-0000,0008,510,801177133,05/07/2009,N,220100,IN,46220-0000,
5532 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802079190,,N,156100,IN,46220-3331,
5015 E 64TH ST,INDIANAPOLIS,46220-0000,0008,511,801166130,,N,103000,IN,46220-4703,
4747 E 64TH ST,INDIANAPOLIS,46220-0000,0008,511,801166130,,N,160200,IN,46220-4521,
4118 E 61ST ST,INDIANAPOLIS,46220-0000,0008,510,801870150,,N,166700,IN,46220-4667,
4125 E 61ST ST,INDIANAPOLIS,46220-0000,0008,510,801870150,06/04/2013,N,165300,IN,46220-0000,
4122 VERA DR,INDIANAPOLIS,46220-0000,0008,510,801870150,01/02/2019,N,176000,IN,46220-0000,
5241 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,510,802074170,07/07/2014,N,131900,IN,46220-3442,
5305 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,510,802074170,02/03/2015,N,137300,IN,46220-3444,
6723 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,510,802278190,,N,77000,IN,46220-1243,
1161 E 58TH ST,INDIANAPOLIS,46220-0000,0008,510,802174175,12/01/2011,N,263900,IN,46220-0000,
1140 HAWKS LN,INDIANAPOLIS,46220-0000,0008,510,802174175,03/06/2018,N,257900,IN,46220-2655,
5802 CARVEL AV,INDIANAPOLIS,46220-0000,0008,510,802174175,08/19/2011,N,299100,IN,46220-0000,
5445 ALLISONVILLE RD,INDIANAPOLIS,46220-0000,0008,510,801971145,,N,149500,IN,46220-5544,
5415 ALLISONVILLE RD,INDIANAPOLIS,46220-0000,0008,510,801971145,11/18/2008,N,159900,IN,46220-5544,
5339 ALLISONVILLE RD,INDIANAPOLIS,46220-0000,0008,510,801971145,,N,111100,IN,46220-5544,
7033 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,801470150,05/29/2018,N,723700,IN,46220-1054,
6536 FERGUSON ST,INDIANAPOLIS,46220-0000,0008,550,824572190,04/18/2012,N,294400,IN,46220-0000,
6540 FERGUSON ST,INDIANAPOLIS,46220-0000,0008,550,824572190,12/02/2015,N,223500,IN,46220-1299,
5645 N RURAL ST,INDIANAPOLIS,46220-0000,0008,510,802166150,07/08/2009,N,198300,IN,46220-0000,
5706 N OXFORD ST,INDIANAPOLIS,46220-0000,0008,510,802166150,02/26/2015,N,173800,IN,46220-2907,
5823 N PARKER AV,INDIANAPOLIS,46220-0000,0008,510,802166150,11/01/2017,N,272000,IN,46220-2927,
5841 N LA SALLE ST,INDIANAPOLIS,46220-0000,0008,510,802166150,12/06/2016,N,239700,IN,46220-5413,
5884 N OLNEY ST,INDIANAPOLIS,46220-0000,0008,510,802166150,07/20/2018,N,214500,IN,46220-5418,
6369 OXBOW WA,INDIANAPOLIS,46220-0000,0008,510,802280174,,N,700500,IN,46220-7109,
6386 OXBOW WA,INDIANAPOLIS,46220-0000,0008,510,802280174,08/21/2009,N,724700,IN,46220-0000,
6356 OXBOW WA,INDIANAPOLIS,46220-0000,0008,510,802280174,,N,655900,IN,46220-7109,
6385 OXBOW WA,INDIANAPOLIS,46220-0000,0008,500,802280174,11/08/2013,N,100500,IN,46220-7109,
6570 DAWSON LAKE DR,INDIANAPOLIS,46220-0000,0008,510,802280174,08/19/2016,N,1155300,IN,46220-7112,
2417 E 68TH ST,INDIANAPOLIS,46220-0000,0008,510,802274155,,N,132900,IN,46220-1378,
6130 N DEARBORN ST,INDIANAPOLIS,46220-0000,0008,510,802169155,,N,183800,IN,46220-5137,
6224 N TUXEDO ST,INDIANAPOLIS,46220-0000,0008,510,802274155,,N,208800,IN,46220-4444,
6295 N TUXEDO ST,INDIANAPOLIS,46220-0000,0008,510,802274155,12/27/2011,N,261800,IN,46220-0000,
6240 N RURAL ST,INDIANAPOLIS,46220-0000,0008,510,802271150,,N,182400,IN,46220-2212,
6001 N EWING ST,INDIANAPOLIS,46220-0000,0008,510,801871160,11/23/2011,N,209200,IN,46220-0000,
6024 GLADDEN DR,INDIANAPOLIS,46220-0000,0008,510,802467237,06/14/2013,N,284700,IN,46240-5919,
2342 E 66TH ST,INDIANAPOLIS,46220-0000,0008,510,802278190,08/13/2012,N,145200,IN,46220-0000,
2350 DURHAM DR,INDIANAPOLIS,46220-0000,0008,510,802278190,10/19/2017,N,161300,IN,46220-1410,
2205 DURHAM DR,INDIANAPOLIS,46220-0000,0008,510,802278190,11/02/2017,N,179700,IN,46220-1407,
5788 CRESTVIEW AV,INDIANAPOLIS,46220-0000,0008,510,802174175,02/12/2009,N,225400,IN,46220-2785,
1156 E 58TH ST,INDIANAPOLIS,46220-0000,0008,510,802174175,,N,247800,IN,46220-2647,
6180 N PARKER AV,INDIANAPOLIS,46220-0000,0008,511,802165145,,N,213700,IN,46032-0000,
6410 AVALON LN E DR,INDIANAPOLIS,46220-0000,0004,510,435082150,,N,361300,IN,46220-4375,
2728 CANTERBURY LN,INDIANAPOLIS,46220-0000,0008,510,802271150,05/19/2015,N,140600,IN,46220-2241,
2731 E 66TH ST,INDIANAPOLIS,46220-0000,0008,510,802271150,,N,116900,IN,46220-2280,
6528 N SHERMAN DR,INDIANAPOLIS,46220-0000,0008,510,801769162,,N,339500,IN,46220-3764,
6737 N OXFORD ST,INDIANAPOLIS,46220-0000,0008,511,815077150,,N,105500,IN,46033-4438,
6800 DEAN RD,INDIANAPOLIS,46220-0000,0008,511,815077150,06/13/2016,N,1239000,IN,46220-3808,
101 E WESTFIELD BL,INDIANAPOLIS,46220-0000,0008,520,803275225,,N,333600,IN,46260-3618,
208 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,510,803275225,04/10/2015,N,455000,IN,46220-2522,
6124 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,09/01/2015,N,241500,IN,46220-2010,
6134 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802178185,04/03/2017,N,188800,IN,46220-2016,
48 E 56TH ST,INDIANAPOLIS,46220-0000,0008,510,812875165,07/19/2016,N,380800,IN,46220-3007,
5540 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,812775225,,N,206500,IN,46220-3119,
5226 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,802275235,06/09/2014,N,339900,IN,46220-0000,
1011 RESERVE WA,INDIANAPOLIS,46220-0000,0008,550,824472153,12/04/2013,N,192200,IN,46220-2654,
1657 BROAD RIPPLE AV,INDIANAPOLIS,46220-0000,0008,510,802181205,,N,164200,IN,46220-2358,
5915 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,510,841075215,,N,256500,IN,46220-2439,
5850 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,803275225,09/17/2009,N,574000,IN,46220-0000,
1216 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,510,802174175,07/03/2013,N,359100,IN,46220-2636,
1218 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,500,802174175,12/10/2018,N,24300,IN,46220-2636,
5664 BROWNSTONE DR,INDIANAPOLIS,46220-0000,0008,550,801972136,05/22/2018,N,154600,IN,46220-5850,
5830 COMMON CI,INDIANAPOLIS,46220-0000,0008,510,818280115,,N,231500,IN,46220-0000,
4808 COMMON VIEW CI,INDIANAPOLIS,46220-0000,0008,510,818280115,11/07/2018,N,178700,IN,46220-6304,
3427 PERIWINKLE WA,INDIANAPOLIS,46220-0000,0008,510,818480100,,N,162400,IN,46220-5488,
5507 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802079190,12/09/2016,N,232300,IN,46220-3338,
5421 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802079190,03/08/2017,N,274200,IN,46220-3318,
4450 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,511,815577155,10/05/2017,N,520300,IN,46220-4111,
6189 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,802488202,,N,174300,IN,46220-1821,
736 E 71ST ST,INDIANAPOLIS,46220-0000,0008,510,801466165,02/29/2012,N,195700,IN,46240-2815,
4701 E 56TH ST,INDIANAPOLIS,46220-0000,0008,510,801969116,11/07/2008,N,114000,IN,46220-5709,
5434 N BOSART AV,INDIANAPOLIS,46220-0000,0008,510,801969116,10/11/2012,N,122000,IN,46220-0000,
5130 BOARDWALK PL,INDIANAPOLIS,46220-0000,0004,550,471480168,,N,350400,IN,46220-5383,
1155 E 56TH ST,INDIANAPOLIS,46220-0000,0008,510,812075165,,N,184700,IN,46220-3221,
4005 E 56TH ST,INDIANAPOLIS,46220-0000,0008,511,817577175,03/28/2017,N,131100,IN,46220-5501,
6040 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,803675215,03/04/2015,N,203500,IN,46220-1068,
5426 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802071160,08/11/2011,N,164900,IN,46220-0000,
5445 CRESTVIEW AV,INDIANAPOLIS,46220-0000,0008,510,802071160,03/28/2016,N,159500,IN,46220-3231,
6610 SUNNY LN,INDIANAPOLIS,46220-0000,0008,510,801769162,,N,256200,IN,46220-3770,
5123 E 69TH ST,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,180100,IN,46220-3827,
5226 E 69TH ST,INDIANAPOLIS,46220-0000,0008,510,801166130,06/29/2016,N,184700,IN,46220-3832,
5513 GARDEN WALK DR,INDIANAPOLIS,46220-0000,0008,510,801980107,,N,57800,IN,46220-5738,
4310 GREENWAY DR,INDIANAPOLIS,46220-0000,0008,510,801980107,,N,65100,IN,46220-5743,
6542 N OLNEY ST,INDIANAPOLIS,46220-0000,0008,510,801765120,08/14/2009,N,276100,IN,46220-0000,
6527 N EWING ST,INDIANAPOLIS,46220-0000,0008,510,801765120,,N,448300,IN,46220-3746,
1727 E 56TH ST,INDIANAPOLIS,46220-0000,0008,550,806572165,08/27/2014,N,90900,IN,46220-6404,
1737 E 56TH ST,INDIANAPOLIS,46220-0000,0008,550,806572165,03/07/2019,N,90900,IN,46220-0000,
6845 SHORE ISLAND DR,INDIANAPOLIS,46220-0000,0008,550,802472147,07/31/2018,N,317300,IN,46220-1127,
4728 COMMON VIEW CI,INDIANAPOLIS,46220-0000,0008,510,818280115,,N,164100,IN,46220-6301,
5650 SPINDRIFT LN,INDIANAPOLIS,46220-0000,0008,510,818480100,,N,176600,IN,46220-5448,
6575 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,447,8447303,,N,126000,IN,46220-0588,
5711 PERIWINKLE LN,INDIANAPOLIS,46220-0000,0008,510,818380115,06/16/2009,N,148000,IN,46220-0000,
5746 PERIWINKLE LN,INDIANAPOLIS,46220-0000,0008,510,818380115,,N,168600,IN,46220-5495,
920 E 62ND ST,INDIANAPOLIS,46220-0000,0008,550,803972225,12/14/2017,N,140300,IN,46220-1979,
920 E 62ND ST,INDIANAPOLIS,46220-0000,0008,550,803972225,,N,157600,IN,46220-0000,
5604 CRESTVIEW AV,INDIANAPOLIS,46220-0000,0008,510,802174175,,N,266500,IN,46220-3274,
5482 N DREXEL AV,INDIANAPOLIS,46220-0000,0008,510,801969116,,N,113500,IN,46220-5734,
5493 N DREXEL AV,INDIANAPOLIS,46220-0000,0008,510,801969116,,N,102800,IN,46060-4883,
1200 E 52ND ST,INDIANAPOLIS,46220-0000,0008,350,8350900,,N,500100,IN,46220-3212,
6810 N OXFORD ST,INDIANAPOLIS,46220-0000,0008,510,802269135,07/05/2018,N,123500,IN,46220-2253,
6834 N OXFORD ST,INDIANAPOLIS,46220-0000,0008,510,802269135,11/29/2017,N,135000,IN,47401-9332,
7010 N TEMPLE AV,INDIANAPOLIS,46220-0000,0008,510,802274155,,N,138300,IN,46220-1335,
5219 N COLLEGE AVE,INDIANAPOLIS,46220-0000,0008,550,832772100,11/21/2016,N,125700,IN,46220-3182,
5219 N COLLEGE AVE,INDIANAPOLIS,46220-0000,0008,550,832772100,08/05/2011,N,125700,IN,46220-0000,
5917 N OXFORD ST,INDIANAPOLIS,46220-0000,0008,500,802166150,,N,12100,IN,46220-2921,
6104 N OXFORD ST,INDIANAPOLIS,46220-0000,0008,510,802166150,,N,222000,IN,46220-2924,
5274 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,510,802074170,11/16/2015,N,177700,IN,46220-3439,
6420 N EWING ST,INDIANAPOLIS,46220-0000,0008,510,802274155,,N,579800,IN,46220-4424,
6170 N TUXEDO ST,INDIANAPOLIS,46220-0000,0008,510,801871160,04/01/2016,N,190300,IN,46220-5177,
6871 N RURAL ST,INDIANAPOLIS,46220-0000,0008,511,815077150,11/06/2009,N,139000,IN,46151-1913,
5658 BROWNSTONE DR,INDIANAPOLIS,46220-0000,0008,550,801972136,11/03/2010,N,171800,IN,46220-0000,
3330 E 68TH ST,INDIANAPOLIS,46220-0000,0008,510,801765120,01/18/2012,N,368300,IN,46220-0000,
5321 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,510,842475194,10/05/2016,N,125600,IN,46220-3141,
5648 ASHURST ST,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,197600,IN,46220-4976,
1919 E 68TH ST,INDIANAPOLIS,46220-0000,0008,500,802278190,,N,5500,IN,46220-1217,
6369 ALLISONVILLE RD,INDIANAPOLIS,46220-0000,0008,511,801166130,,N,170400,IN,46250-2404,
6370 MONITOR LN,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,185700,IN,46220-4562,
6489 N OXFORD ST,INDIANAPOLIS,46220-0000,0008,510,802270140,03/24/2017,N,153400,IN,46220-2244,
6401 N OXFORD ST,INDIANAPOLIS,46220-0000,0008,510,802270140,08/30/2017,N,217000,IN,46220-2244,
4811 E 64TH ST,INDIANAPOLIS,46220-0000,0008,511,801166130,,N,195000,IN,46220-4727,
6000 N RURAL ST,INDIANAPOLIS,46220-0000,0008,422,8422307,,N,6235200,NC,28117-8520,
6466 N TUXEDO ST,INDIANAPOLIS,46220-0000,0008,500,802274155,,N,4800,IN,46220-4444,
6497 N TUXEDO ST,INDIANAPOLIS,46220-0000,0008,510,802274155,,N,243300,IN,46220-4443,
6265 MAPLE DR,INDIANAPOLIS,46220-0000,0008,500,802274155,,N,9700,IN,46220-2180,
5565 CHESTER LN,INDIANAPOLIS,46220-0000,0008,511,801971145,,N,160500,IN,46220-5505,
2513 BUTTERFIELD DR,INDIANAPOLIS,46220-0000,0008,510,802274155,,N,151300,IN,46220-1321,
6255 N RURAL ST,INDIANAPOLIS,46220-0000,0008,511,814077140,01/27/2016,N,157600,IN,46220-2211,
6161 N PARKER AV,INDIANAPOLIS,46220-0000,0008,511,802165145,,N,215600,IN,46220-2931,
5752 N EWING ST,INDIANAPOLIS,46220-0000,0008,500,801875135,,N,100,IN,46208-4018,
5728 N EWING ST,INDIANAPOLIS,46220-0000,0008,510,801875135,06/14/2017,N,173400,IN,46220-5410,
3716 E 71ST ST,INDIANAPOLIS,46220-0000,0008,510,801666145,09/18/2015,N,246200,IN,46220-3718,
4227 WYANDOT DR,INDIANAPOLIS,46220-0000,0008,510,801966102,05/17/2010,N,159800,IN,46220-0000,
5326 MOHICAN RD,INDIANAPOLIS,46220-0000,0008,510,801966102,04/10/2014,N,167200,IN,46220-5747,
5407 SENECA DR,INDIANAPOLIS,46220-0000,0008,510,801966102,04/20/2018,N,130300,IN,46220-5757,
6535 CHESTER E DR,INDIANAPOLIS,46220-0000,0008,510,801769162,,N,434600,IN,46220-3727,
5905 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,511,822577225,08/15/2017,N,253600,IN,46220-2619,
172 E 71ST ST,INDIANAPOLIS,46220-0000,0008,500,801466165,08/06/2018,N,1600,IN,46220-1012,
7073 RIVERFRONT AV,INDIANAPOLIS,46220-0000,0008,510,802266120,11/12/2009,N,87100,IN,46220-0000,
6141 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,550,832592212,12/26/2014,N,279500,IN,46220-1943,
2525 E 57TH ST,INDIANAPOLIS,46220-0000,0008,510,802171170,,N,132400,IN,46220-5807,
6218 KINGSLEY DR,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,171400,IN,46220-2129,
6440 DEAN RD,INDIANAPOLIS,46220-0000,0008,510,801777200,,N,419900,IN,46220-4456,
4115 E 65TH ST,INDIANAPOLIS,46220-0000,0008,510,801769162,10/26/2012,N,297200,KY,40269-0944,
1918 E 68TH ST,INDIANAPOLIS,46220-0000,0008,510,802278190,12/09/2016,N,119000,IN,46220-1222,
5202 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,802275235,12/08/2015,N,433500,IN,46220-3039,
1620 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,510,802178185,07/27/2010,N,251400,IN,46220-2707,
6201 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,442,84426703,,N,1318800,IN,46205-2249,
2908 E 62ND ST,INDIANAPOLIS,46220-0000,0008,510,802269135,,N,156700,MO,64152-4423,
6312 N PARKER AV,INDIANAPOLIS,46220-0000,0008,510,802269135,05/31/2012,N,150400,IN,46220-0000,
5549 N DREXEL AV,INDIANAPOLIS,46220-0000,0008,510,801969116,08/01/2012,N,121700,IN,46220-0000,
4845 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,511,801969116,06/13/2016,N,169400,IN,46220-5348,
5410 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,862575290,10/01/2009,N,501300,IN,46220-3022,
6484 N PARKER AV,INDIANAPOLIS,46220-0000,0008,510,802269135,03/20/2015,N,184000,IN,46220-2257,
6471 N PARKER AV,INDIANAPOLIS,46220-0000,0008,510,802269135,,N,221700,IN,46220-2256,
6347 N PARKER AV,INDIANAPOLIS,46220-0000,0008,510,802269135,,N,169700,IN,46220-2207,
5280 E FALL CREEK PKWY N DR,INDIANAPOLIS,46220-0000,0008,510,801969116,02/20/2015,N,133200,IN,46220-5672,
3630 E 61ST ST,INDIANAPOLIS,46220-0000,0008,510,801871160,,N,209800,IN,46220-5113,
6330 BRIXTON LN,INDIANAPOLIS,46220-0000,0008,510,801166130,05/04/2016,N,260900,IN,46220-4804,
5408 CRANLEY CI,INDIANAPOLIS,46220-0000,0008,510,801166130,01/06/2017,N,358000,IN,46220-4809,
2619 E 58TH ST,INDIANAPOLIS,46220-0000,0008,510,802171170,06/13/2016,N,162100,IN,46220-5806,
5916 BIRCHWOOD AV,INDIANAPOLIS,46220-0000,0008,510,803775205,,N,146200,IN,46240-2984,
5861 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802182100,,N,174600,IN,46205-1847,
2929 E 55TH PL,INDIANAPOLIS,46220-0000,0008,820,8031000,,N,34000,IN,46202-0000,
6952 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802266120,06/07/2010,N,142300,IN,46220-0000,
6130 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,510,802181205,08/03/2015,N,195100,IN,46220-2306,
5750 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,302700,IN,46220-2574,
5504 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,520,803075210,,N,377200,IN,46037-0000,
6145 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,10/01/2012,N,267800,IN,46220-0000,
5442 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,510,803075210,10/26/2017,N,243600,IN,46220-3126,
5760 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,803275225,07/27/2015,N,425300,IN,46220-2643,
5409 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,812775225,,N,259200,IN,46220-3118,
5415 WALLACE AV,INDIANAPOLIS,46220-0000,0008,510,801969116,01/08/2013,N,115900,IN,46220-0000,
5417 N BOSART AV,INDIANAPOLIS,46220-0000,0008,510,801969116,,N,105400,IN,46220-5721,
5808 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,803275225,07/08/2016,N,308300,IN,46220-2510,
6438 N OLNEY ST,INDIANAPOLIS,46220-0000,0008,510,802274155,,N,385800,IN,46220-4437,
6281 N OLNEY ST,INDIANAPOLIS,46220-0000,0008,500,802274155,,N,64300,IN,46220-4434,
6419 N OLNEY ST,INDIANAPOLIS,46220-0000,0008,510,802274155,,N,266200,IN,46220-4436,
3611 DELMAR RD,INDIANAPOLIS,46220-0000,0008,510,801965093,,N,150600,IN,46220-5557,
3511 DELMAR RD,INDIANAPOLIS,46220-0000,0008,510,801965093,09/18/2018,N,216700,IN,46220-5556,
7013 WESTFIELD BL,INDIANAPOLIS,46220-0000,0008,511,802376225,,N,168700,IN,46220-1116,
717 E 70TH PL,INDIANAPOLIS,46220-0000,0008,511,819077190,,N,295200,IN,46220-1064,
4996 E 65TH ST,INDIANAPOLIS,46220-0000,0008,500,801166130,04/07/2017,N,49500,IN,46220-3519,
6800 N RILEY AV,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,217700,IN,46220-3939,
5039 E 67TH ST,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,208000,IN,46220-3922,
6426 KNYGHTON RD,INDIANAPOLIS,46220-0000,0008,510,801166130,03/17/2016,N,256300,IN,46220-4964,
6606 N OAKLAND AV,INDIANAPOLIS,46220-0000,0008,510,801765120,03/26/2013,N,267000,IN,46220-7706,
5475 SHOREWOOD DR,INDIANAPOLIS,46220-0000,0008,510,802069145,08/20/2012,N,390700,IN,46220-0000,
3743 E 71ST ST,INDIANAPOLIS,46220-0000,0008,511,815077150,01/11/2011,N,349900,IN,46220-0000,
3526 DELAWARE CMNS N DR,INDIANAPOLIS,46220-0000,0008,510,801766150,,N,476600,IN,46220-0000,
3704 DELAWARE CMNS N DR,INDIANAPOLIS,46220-0000,0008,510,801766150,,N,540600,IN,46220-3791,
6252 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,510,802178185,05/13/2009,N,187100,IN,46038-0000,
1234 E 71ST ST,INDIANAPOLIS,46220-0000,0008,500,802371175,10/17/2017,N,24800,IN,47374-7391,
6208 DEAN RD,INDIANAPOLIS,46220-0000,0008,511,815077150,,N,197600,IN,46220-4452,
5857 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802178185,11/14/2018,N,262200,IN,46220-2735,
6132 ALLISONVILLE RD,INDIANAPOLIS,46220-0000,0008,442,8442304,,N,267500,IN,46220-4608,
160 E 71ST ST,INDIANAPOLIS,46220-0000,0008,510,801466165,,N,616000,IN,46220-1012,
5626 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,09/13/2016,N,188100,IN,46220-3402,
5675 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,510,802166150,09/18/2018,N,161800,IN,46220-3405,
5807 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,500,802178185,07/26/2018,N,26500,IN,46220-2721,
6487 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,802488202,09/02/2015,N,164400,IN,46220-1632,
611 E 60TH ST,INDIANAPOLIS,46220-0000,0008,510,803675215,,N,192300,IN,46220-1801,
5870 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,215900,IN,46220-2715,
5869 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,03/01/2019,N,174300,IN,46220-2708,
1313 E 57TH ST,INDIANAPOLIS,46220-0000,0008,510,802178185,03/30/2016,N,182300,IN,46220-2763,
5872 N KEYSTONE AV,INDIANAPOLIS,46220-0000,0008,510,802171170,,N,143900,IN,46220-2822,
5760 N KEYSTONE AV,INDIANAPOLIS,46220-0000,0008,510,802171170,12/13/2018,N,177500,IN,46220-2880,
2216 E 56TH ST,INDIANAPOLIS,46220-0000,0008,510,802171170,,N,151600,IN,46220-3415,
5731 HILLSIDE AV,INDIANAPOLIS,46220-0000,0008,510,802171170,09/24/2015,N,136900,IN,46220-2810,
5740 HILLSIDE AV,INDIANAPOLIS,46220-0000,0008,510,802171170,08/13/2015,N,145300,IN,46220-2811,
5616 HILLSIDE AV,INDIANAPOLIS,46220-0000,0008,510,802171170,,N,146700,IN,46220-3420,
5724 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,180800,IN,46220-2769,
5740 ROLLING RIDGE RD,INDIANAPOLIS,46220-0000,0008,510,801878185,03/19/2015,N,195900,IN,46220-5530,
3908 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,520,800769125,04/27/2016,N,89100,IN,46077-9504,
6207 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,802488202,09/04/2015,N,219600,IN,46220-1828,
5634 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,812775225,09/07/2018,N,208000,IN,46220-3247,
6101 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,132900,IN,46250-2543,
6132 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,03/16/2015,N,175800,IN,46220-2021,
4110 E 71ST ST,INDIANAPOLIS,46220-0000,0008,511,817077170,,N,335600,IN,46220-3864,
5266 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,842375233,,N,232400,IN,46220-3136,
5421 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,802275235,,N,622000,IN,46220-3027,
6008 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,221700,IN,46220-1921,
6239 BRAMSHAW RD,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,400400,IN,46220-4911,
6315 BRAMSHAW RD,INDIANAPOLIS,46220-0000,0008,510,801166130,10/19/2011,N,293000,IN,46220-4915,
6011 WINNPENY LN,INDIANAPOLIS,46220-0000,0008,510,801865121,,N,156100,IN,46220-5252,
6025 WINNPENY LN,INDIANAPOLIS,46220-0000,0008,510,801865121,,N,169200,IN,46220-5252,
6036 DORSETT PL,INDIANAPOLIS,46220-0000,0008,510,801865121,,N,127000,IN,46220-5242,
6015 LINTON LN,INDIANAPOLIS,46220-0000,0008,510,801865121,,N,156100,IN,46220-5358,
6016 ANDOVER RD,INDIANAPOLIS,46220-0000,0008,510,801865121,03/30/2012,N,218500,IN,46220-5323,
5915 ANDOVER RD,INDIANAPOLIS,46220-0000,0008,510,801865121,01/28/2010,N,187300,IN,46220-0000,
7026 N TEMPLE AV,INDIANAPOLIS,46220-0000,0008,510,802274155,,N,131300,IN,46033-4710,
6041 WINNPENY LN,INDIANAPOLIS,46220-0000,0008,510,801865121,,N,135200,IN,46220-5252,
5362 SENECA DR,INDIANAPOLIS,46220-0000,0008,510,801966102,,N,117800,IN,46220-5767,
3735 E 55TH ST,INDIANAPOLIS,46220-0000,0008,510,801970120,09/05/2018,N,122700,IN,46220-4479,
6945 STEINMEIER DR W,INDIANAPOLIS,46220-0000,0008,510,801180110,05/05/2017,N,185600,IN,46220-3961,
5403 STEINMEIER DR N,INDIANAPOLIS,46220-0000,0008,510,801180110,05/24/2018,N,181800,IN,46220-3976,
1515 E 69TH ST,INDIANAPOLIS,46220-0000,0008,511,802276165,,N,123400,IN,46220-1223,
